sex,age,race,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,r_charge_degree,r_charge_desc,is_violent_recid,vr_charge_degree,vr_charge_desc,two_year_recid,dob_year,event_date_day,event_date_month,event_date_year
Male,28,Hispanic,M,other,0,0,0,2,1,F2,robbery,1,F3,violence,1,1987,19,12,2013
Male,26,Other,F,violence,0,0,0,3,0,NA,NA,0,NA,NA,0,1990,16,7,2013
Male,25,African-American,M,violence,0,0,1,6,1,F2,violence,1,F2,violence,1,1991,30,9,2014
Male,49,African-American,M,violence,0,0,0,1,1,M1,violence,1,M1,violence,0,1967,20,2,2013
Male,23,Other,F,robbery,0,0,0,4,0,NA,NA,0,NA,NA,0,1993,14,8,2013
Female,34,Hispanic,F,other,0,0,0,5,0,NA,NA,0,NA,NA,0,1981,21,5,2013
Male,35,Caucasian,F,other,0,0,0,5,0,NA,NA,0,NA,NA,0,1980,2,3,2013
Male,30,Other,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1986,22,9,2013
Female,33,African-American,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1982,19,12,2013
Female,29,African-American,F,drugs,0,0,0,9,1,F3,other,0,NA,NA,1,1986,26,11,2013
Male,22,Caucasian,F,drugs,0,0,2,5,1,F3,drugs,1,F3,violence,1,1993,7,11,2014
Male,41,Caucasian,M,traffic,0,0,0,0,0,NA,NA,0,NA,NA,0,1974,25,1,2013
Male,26,African-American,F,drugs,0,1,0,10,1,M2,traffic,0,NA,NA,1,1989,25,5,2013
Female,37,Caucasian,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1979,27,12,2013
Male,31,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1984,16,8,2013
Female,45,African-American,M,violence,0,0,0,9,1,M1,other,0,NA,NA,0,1970,10,5,2013
Male,23,African-American,F,other,0,0,0,0,1,M1,robbery,0,NA,NA,1,1992,4,2,2013
Male,26,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1989,18,4,2013
Male,30,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1985,30,3,2014
Male,50,African-American,M,violence,0,0,0,3,0,NA,NA,0,NA,NA,0,1965,2,2,2013
Male,30,Caucasian,F,robbery,0,0,0,0,1,M1,violence,0,NA,NA,1,1985,8,12,2014
Male,21,Caucasian,M,other,0,1,1,1,1,F3,NA,0,NA,NA,0,1994,22,1,2013
Male,28,African-American,F,other,0,0,1,2,1,F3,other,0,NA,NA,1,1987,16,9,2013
Male,28,Hispanic,F,other,0,0,0,3,1,M2,robbery,1,F2,violence,1,1987,27,12,2013
Male,25,African-American,F,robbery,0,0,0,8,1,M1,robbery,0,NA,NA,1,1990,28,1,2014
Male,36,African-American,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1979,6,12,2013
Male,44,Hispanic,M,violence,0,0,0,0,1,M2,traffic,0,NA,NA,1,1972,19,11,2014
Male,25,African-American,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,16,2,2013
Male,24,Caucasian,M,traffic,0,0,0,2,0,NA,NA,0,NA,NA,0,1991,27,3,2014
Female,20,Caucasian,F,other,0,0,0,4,1,F3,robbery,0,NA,NA,1,1995,25,8,2014
Male,23,African-American,F,robbery,0,0,0,1,1,M1,drugs,0,NA,NA,1,1992,13,2,2014
Male,47,Hispanic,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1969,30,3,2014
Male,26,Caucasian,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1989,18,5,2013
Male,32,Caucasian,F,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1983,29,5,2013
Female,55,African-American,F,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1961,26,5,2013
Male,31,African-American,F,traffic,0,0,0,7,1,M1,other,0,NA,NA,1,1985,24,3,2014
Male,46,Hispanic,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1970,16,11,2013
Male,44,Caucasian,M,violence,0,0,0,0,1,F3,other,0,NA,NA,1,1971,1,1,2014
Male,43,African-American,M,other,0,0,0,6,1,MO3,other,0,NA,NA,1,1972,17,5,2014
Female,56,African-American,F,robbery,0,0,0,2,0,NA,NA,0,NA,NA,0,1960,16,11,2013
Female,35,African-American,F,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1981,5,9,2013
Male,23,Caucasian,F,other,0,0,0,2,1,M1,other,0,NA,NA,1,1992,23,9,2012
Female,34,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1982,12,10,2012
Male,62,African-American,F,other,0,0,0,15,0,NA,NA,0,NA,NA,0,1953,29,8,2013
Male,21,Caucasian,F,drugs,0,0,0,1,1,M1,drugs,0,NA,NA,1,1994,11,4,2013
Male,21,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1994,24,5,2013
Male,26,African-American,M,drugs,0,0,0,1,0,NA,NA,0,NA,NA,0,1989,15,1,2013
Male,27,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1988,28,4,2013
Female,44,Caucasian,F,other,0,0,0,10,1,M2,other,0,NA,NA,1,1971,12,4,2013
Male,20,Caucasian,F,other,1,0,0,1,1,F3,robbery,0,NA,NA,1,1996,27,9,2013
Male,27,African-American,F,other,0,0,0,0,1,F3,robbery,0,NA,NA,1,1988,1,11,2014
Female,22,Hispanic,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1993,23,4,2013
Male,47,Caucasian,F,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1968,19,2,2014
Male,27,African-American,F,other,0,0,0,2,1,M2,other,0,NA,NA,1,1989,28,10,2013
Male,53,African-American,M,other,0,0,0,13,0,NA,NA,0,NA,NA,0,1963,22,1,2013
Male,30,African-American,F,other,0,1,0,7,0,NA,NA,0,NA,NA,0,1985,24,12,2013
Male,30,African-American,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1985,13,4,2013
Male,22,African-American,F,other,0,1,2,1,0,NA,NA,0,NA,NA,0,1994,29,3,2013
Female,36,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1980,3,3,2013
Male,26,Hispanic,M,other,0,0,0,1,1,M2,traffic,0,NA,NA,1,1989,9,3,2013
Male,67,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1948,7,1,2014
Male,35,African-American,F,drugs,0,0,0,2,0,NA,NA,0,NA,NA,0,1980,15,5,2013
Male,32,Other,M,violence,0,0,0,0,1,M1,other,0,NA,NA,1,1983,8,2,2013
Male,25,Other,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1991,4,1,2013
Male,35,Hispanic,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1980,18,1,2013
Male,19,Caucasian,M,violence,0,0,0,0,1,F3,NA,0,NA,NA,1,1996,3,11,2014
Male,48,African-American,F,drugs,0,0,0,5,1,M1,other,0,NA,NA,1,1967,3,1,2013
Male,33,African-American,F,violence,2,0,0,8,1,F3,robbery,0,NA,NA,1,1982,26,3,2013
Male,28,African-American,F,other,0,0,0,1,1,F2,robbery,1,F1,robbery,1,1987,1,3,2014
Male,50,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1965,8,11,2013
Male,32,African-American,F,robbery,0,0,0,14,1,M1,drugs,1,F2,other,1,1983,9,5,2013
Female,21,African-American,M,violence,0,0,0,0,1,M1,robbery,0,NA,NA,1,1994,2,6,2014
Male,33,African-American,M,traffic,0,0,0,3,1,M1,other,0,NA,NA,1,1982,17,3,2013
Male,22,Caucasian,F,violence,0,0,0,1,1,M2,traffic,0,NA,NA,0,1993,16,1,2013
Male,29,African-American,F,drugs,0,0,0,29,1,F3,drugs,0,NA,NA,1,1987,6,10,2014
Female,27,African-American,F,traffic,0,0,0,9,1,M2,traffic,0,NA,NA,1,1988,6,3,2014
Male,55,Caucasian,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1960,29,12,2013
Female,25,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,3,8,2013
Male,29,African-American,F,other,0,0,0,0,1,M1,violence,0,NA,NA,1,1987,3,3,2014
Male,39,African-American,M,traffic,0,0,0,2,0,NA,NA,0,NA,NA,0,1976,21,4,2013
Male,29,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1986,11,4,2013
Male,30,African-American,F,other,0,1,0,9,1,F3,robbery,1,M1,violence,1,1985,12,1,2013
Female,24,Caucasian,M,violence,0,2,0,7,0,NA,NA,0,NA,NA,0,1991,1,1,2014
Female,30,Caucasian,M,violence,0,0,0,2,1,F3,violence,1,F3,violence,1,1985,19,12,2014
Male,25,African-American,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,19,9,2013
Male,53,African-American,M,robbery,0,0,0,5,0,NA,NA,0,NA,NA,0,1962,27,5,2013
Male,32,African-American,F,traffic,0,0,0,16,1,M1,violence,0,NA,NA,1,1983,8,9,2014
Female,22,Caucasian,F,other,0,0,0,2,1,M1,violence,1,M1,violence,1,1993,17,12,2013
Male,21,African-American,F,robbery,0,0,0,1,1,M1,robbery,0,NA,NA,1,1994,20,2,2013
Male,23,African-American,F,drugs,0,0,2,4,1,M1,drugs,0,NA,NA,1,1992,21,12,2013
Male,32,Other,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1983,10,5,2013
Male,22,African-American,F,drugs,0,0,1,1,1,M1,drugs,0,NA,NA,1,1993,15,11,2013
Male,36,African-American,M,violence,0,0,0,4,1,M2,traffic,0,NA,NA,1,1980,14,12,2013
Male,31,Caucasian,M,drugs,1,0,0,2,1,M2,traffic,0,NA,NA,1,1985,8,2,2013
Female,26,Other,M,violence,0,0,0,4,1,F3,violence,1,F3,violence,1,1990,7,7,2014
Male,68,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1948,20,5,2013
Male,39,African-American,F,violence,0,0,0,1,1,M2,other,0,NA,NA,0,1976,14,4,2013
Male,22,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1993,7,4,2013
Male,27,African-American,F,drugs,1,0,0,2,1,M2,other,0,NA,NA,1,1988,13,11,2012
Female,32,Other,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1983,29,4,2013
Male,49,Caucasian,F,traffic,0,0,0,0,0,NA,NA,0,NA,NA,0,1966,3,11,2013
Male,25,Hispanic,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,7,10,2013
Female,26,Caucasian,F,drugs,0,0,0,1,0,NA,NA,0,NA,NA,0,1989,6,2,2013
Male,63,Other,F,robbery,0,0,0,23,1,M1,other,0,NA,NA,1,1952,29,3,2014
Male,27,African-American,M,traffic,0,0,0,5,0,NA,NA,0,NA,NA,0,1989,11,2,2013
Male,32,Hispanic,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1983,11,2,2013
Male,28,African-American,F,other,1,1,0,5,0,NA,NA,0,NA,NA,0,1987,5,1,2013
Male,24,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1991,13,3,2013
Male,23,African-American,F,drugs,0,1,0,4,1,M1,violence,0,NA,NA,1,1992,3,3,2014
Male,27,Caucasian,M,violence,0,1,3,4,1,M1,drugs,0,NA,NA,1,1988,13,10,2013
Male,45,Caucasian,M,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1970,22,2,2013
Female,40,Other,F,traffic,0,0,0,3,0,NA,NA,0,NA,NA,0,1975,22,10,2013
Female,29,Caucasian,F,robbery,0,0,0,0,1,F3,other,0,NA,NA,1,1987,30,10,2014
Female,32,Caucasian,M,other,0,0,0,1,1,M2,traffic,0,NA,NA,1,1983,21,1,2014
Male,27,Caucasian,F,drugs,0,0,0,7,1,M2,traffic,0,NA,NA,1,1988,24,10,2014
Male,26,African-American,F,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1989,21,8,2013
Male,39,Caucasian,F,robbery,0,0,0,5,0,NA,NA,0,NA,NA,0,1977,29,7,2013
Female,23,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1993,27,2,2013
Male,21,Caucasian,F,drugs,0,1,0,1,1,M1,violence,1,F2,robbery,1,1994,27,1,2013
Male,39,Caucasian,M,traffic,0,0,0,0,0,NA,NA,0,NA,NA,0,1976,5,1,2014
Female,24,African-American,M,other,0,0,0,6,0,NA,NA,0,NA,NA,0,1991,30,1,2013
Male,29,African-American,F,other,0,0,0,5,1,M1,violence,1,M1,violence,1,1986,30,5,2014
Male,45,African-American,M,other,1,0,1,20,1,F2,other,0,NA,NA,0,1970,5,2,2013
Male,36,Caucasian,M,violence,0,0,0,0,1,M1,other,0,NA,NA,1,1979,20,8,2014
Male,30,African-American,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1986,14,1,2013
Male,25,African-American,F,violence,0,1,0,2,1,F3,other,0,NA,NA,1,1990,11,2,2013
Male,33,Caucasian,F,other,0,0,1,14,0,NA,NA,0,NA,NA,0,1982,4,12,2013
Male,30,Caucasian,F,drugs,0,0,0,13,1,M1,other,0,NA,NA,1,1985,24,12,2014
Male,34,African-American,M,traffic,0,0,0,5,0,NA,NA,0,NA,NA,0,1981,3,12,2013
Male,33,Caucasian,M,traffic,0,0,0,1,1,F3,other,1,F3,violence,1,1982,29,3,2014
Male,24,Caucasian,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1991,24,1,2014
Male,31,Caucasian,F,other,0,0,0,6,0,NA,NA,0,NA,NA,0,1985,3,10,2013
Female,34,African-American,M,violence,0,0,0,0,1,M2,other,1,M1,violence,1,1981,28,2,2014
Male,22,African-American,M,violence,0,0,1,0,1,M2,traffic,0,NA,NA,1,1994,21,6,2014
Male,31,African-American,F,drugs,0,0,0,23,1,F3,drugs,0,NA,NA,1,1984,5,11,2014
Male,24,Caucasian,F,robbery,0,0,0,2,1,F3,robbery,0,NA,NA,1,1992,22,3,2013
Male,48,Caucasian,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1967,25,9,2013
Male,57,African-American,F,drugs,0,0,0,11,0,NA,NA,0,NA,NA,0,1959,10,10,2013
Male,28,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1987,14,3,2013
Male,26,Hispanic,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1989,24,3,2013
Male,21,Caucasian,F,other,0,0,0,0,1,F3,violence,1,F3,violence,1,1994,21,3,2013
Male,42,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1973,16,8,2013
Male,36,Hispanic,F,other,0,0,0,11,0,NA,NA,0,NA,NA,0,1979,30,4,2013
Female,34,African-American,F,robbery,0,0,0,1,0,NA,NA,0,NA,NA,0,1981,19,11,2013
Male,27,African-American,M,other,0,0,0,3,1,F3,drugs,0,NA,NA,1,1989,24,5,2014
Male,23,Caucasian,F,violence,0,0,0,0,1,M1,violence,0,NA,NA,1,1992,11,6,2014
Male,27,Caucasian,F,other,0,0,0,0,1,F1,drugs,0,NA,NA,1,1989,4,2,2013
Male,31,African-American,M,drugs,0,0,0,13,1,M2,traffic,0,NA,NA,1,1984,12,3,2013
Male,36,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1980,1,1,2013
Female,37,African-American,F,traffic,0,0,0,13,1,F3,robbery,0,NA,NA,0,1979,2,1,2013
Male,24,African-American,F,robbery,0,0,0,11,1,M2,traffic,0,NA,NA,1,1991,23,9,2013
Female,25,Caucasian,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,18,1,2014
Male,24,African-American,F,robbery,0,0,0,1,1,M1,violence,1,M1,violence,1,1991,13,1,2014
Female,20,African-American,M,violence,0,0,1,0,1,M1,other,1,M1,violence,1,1995,1,1,2014
Male,21,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1994,21,8,2013
Male,19,African-American,F,other,3,0,0,2,1,F3,other,0,NA,NA,1,1997,25,10,2013
Male,23,African-American,M,traffic,0,0,0,0,1,F3,drugs,0,NA,NA,1,1993,20,7,2014
Male,25,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,22,12,2013
Female,33,African-American,F,traffic,0,0,0,2,0,NA,NA,0,NA,NA,0,1983,22,10,2013
Female,64,African-American,M,violence,0,0,0,1,1,M1,other,0,NA,NA,1,1951,12,8,2014
Female,27,African-American,F,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1988,1,6,2013
Male,38,African-American,F,robbery,0,0,0,14,0,NA,NA,0,NA,NA,0,1977,6,8,2013
Male,34,African-American,M,violence,0,0,0,0,1,M1,drugs,0,NA,NA,1,1981,20,2,2013
Male,27,African-American,M,violence,0,0,0,6,1,M2,traffic,0,NA,NA,1,1989,26,2,2013
Male,31,Caucasian,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1984,21,3,2014
Female,25,Hispanic,F,robbery,0,1,2,14,0,NA,NA,0,NA,NA,0,1990,5,2,2014
Male,36,Hispanic,F,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1980,21,4,2013
Male,46,Caucasian,F,drugs,0,0,0,4,0,NA,NA,0,NA,NA,0,1969,4,1,2014
Male,53,African-American,F,violence,0,0,0,3,1,M2,robbery,1,F3,violence,1,1962,13,4,2013
Male,38,African-American,F,traffic,0,0,0,0,0,NA,NA,0,NA,NA,0,1977,26,1,2013
Female,41,Caucasian,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1974,14,1,2013
Male,31,Hispanic,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1985,25,1,2013
Male,54,Hispanic,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1961,7,4,2013
Male,29,Caucasian,M,other,0,0,0,7,1,M2,robbery,1,M1,violence,1,1986,15,9,2013
Male,47,Other,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1969,16,2,2014
Male,33,African-American,F,other,0,0,0,19,1,M2,robbery,0,NA,NA,1,1982,28,12,2013
Male,32,African-American,F,other,0,0,0,8,1,M2,traffic,0,NA,NA,1,1983,13,11,2014
Female,35,Caucasian,M,violence,0,0,0,4,0,NA,NA,0,NA,NA,0,1980,5,12,2013
Female,26,African-American,M,traffic,0,0,0,9,1,M1,violence,1,M1,violence,1,1989,4,10,2013
Male,44,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1971,26,2,2013
Male,22,Caucasian,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1993,4,3,2013
Male,29,Other,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1987,2,1,2013
Male,21,African-American,F,other,1,0,0,7,1,F3,robbery,0,NA,NA,1,1994,30,4,2013
Male,24,African-American,F,robbery,0,0,0,4,1,M1,drugs,0,NA,NA,1,1991,9,7,2013
Male,27,African-American,M,violence,0,0,0,3,1,F3,violence,1,F3,violence,1,1988,1,12,2014
Male,40,African-American,F,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1976,2,7,2013
Male,39,Hispanic,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1976,9,9,2013
Male,35,Hispanic,M,traffic,0,0,0,0,0,NA,NA,0,NA,NA,0,1980,16,8,2013
Male,59,African-American,F,robbery,0,0,0,13,1,F3,robbery,0,NA,NA,1,1956,14,3,2014
Male,30,African-American,M,violence,0,3,0,18,0,NA,NA,0,NA,NA,0,1985,18,8,2013
Male,34,Caucasian,F,traffic,0,0,0,4,0,NA,NA,0,NA,NA,0,1981,31,3,2013
Female,44,Caucasian,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1972,5,11,2013
Male,21,African-American,F,robbery,0,0,0,2,1,F3,other,0,NA,NA,1,1995,14,1,2014
Male,37,Hispanic,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1978,30,9,2013
Male,27,African-American,F,other,0,0,0,2,1,M1,drugs,0,NA,NA,1,1988,15,4,2013
Male,25,Hispanic,M,violence,0,0,0,1,1,M2,traffic,0,NA,NA,1,1990,10,6,2014
Male,26,Other,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1989,14,2,2013
Male,23,African-American,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1993,2,4,2013
Male,21,Other,F,other,0,0,0,0,1,F3,robbery,0,NA,NA,1,1994,31,10,2013
Male,25,Caucasian,M,traffic,0,0,0,0,1,M2,traffic,0,NA,NA,1,1990,31,7,2014
Male,24,African-American,F,other,0,0,0,1,1,M1,robbery,0,NA,NA,1,1991,22,9,2014
Male,27,African-American,M,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1988,19,8,2013
Male,25,Hispanic,F,other,0,0,1,1,0,NA,NA,0,NA,NA,0,1990,5,10,2013
Male,37,Caucasian,M,traffic,0,0,0,0,1,F3,robbery,0,NA,NA,0,1978,30,3,2013
Female,40,Caucasian,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1976,16,2,2014
Female,52,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1964,23,1,2013
Male,22,African-American,M,violence,0,0,1,1,1,F3,other,1,M1,violence,1,1993,31,12,2012
Female,29,African-American,F,robbery,0,0,0,1,0,NA,NA,0,NA,NA,0,1986,19,6,2013
Male,31,Caucasian,M,violence,0,0,0,3,1,F3,other,0,NA,NA,1,1984,29,3,2013
Male,32,African-American,M,other,0,0,0,5,0,NA,NA,0,NA,NA,0,1983,17,1,2013
Male,60,African-American,F,traffic,0,0,0,12,0,NA,NA,0,NA,NA,0,1955,2,5,2013
Male,35,Caucasian,F,drugs,0,0,1,1,0,NA,NA,0,NA,NA,0,1981,26,5,2013
Male,69,Caucasian,M,traffic,0,0,0,0,1,M1,other,0,NA,NA,1,1947,15,9,2014
Male,43,African-American,M,traffic,0,0,0,0,0,NA,NA,0,NA,NA,0,1972,6,12,2013
Male,21,Caucasian,M,violence,0,0,0,0,1,M1,violence,0,NA,NA,1,1995,14,5,2013
Male,43,Caucasian,F,drugs,0,0,0,2,0,NA,NA,0,NA,NA,0,1972,15,2,2013
Male,32,Other,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1983,26,12,2013
Male,30,African-American,F,other,0,0,0,4,0,NA,NA,0,NA,NA,0,1985,15,3,2013
Male,28,African-American,F,violence,0,0,0,4,0,NA,NA,0,NA,NA,0,1988,24,3,2013
Male,27,African-American,F,other,0,0,0,10,1,M2,traffic,0,NA,NA,1,1988,25,5,2013
Male,22,Caucasian,F,robbery,0,0,1,0,0,NA,NA,0,NA,NA,0,1993,28,3,2013
Male,23,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,20,3,2014
Male,32,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1983,1,10,2013
Male,51,Caucasian,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1964,19,3,2013
Female,32,Hispanic,F,drugs,0,0,0,1,1,M2,traffic,0,NA,NA,1,1983,8,7,2013
Female,33,African-American,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1982,4,8,2013
Male,62,African-American,F,drugs,0,0,0,8,0,NA,NA,0,NA,NA,0,1954,4,2,2013
Male,22,African-American,F,other,0,0,0,3,1,F3,robbery,1,F3,violence,1,1993,5,2,2014
Male,24,African-American,F,robbery,0,0,0,3,1,M2,robbery,0,NA,NA,1,1992,18,2,2014
Male,24,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1991,11,12,2013
Male,27,African-American,M,violence,0,0,0,0,1,F2,violence,1,F2,violence,1,1988,15,1,2014
Male,42,Other,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1973,14,9,2013
Male,32,African-American,M,other,0,0,0,1,1,F1,robbery,1,F1,robbery,1,1983,6,4,2013
Female,25,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,21,5,2013
Male,19,African-American,F,other,2,1,1,3,1,F3,robbery,0,NA,NA,1,1996,29,3,2014
Male,20,Caucasian,F,robbery,0,0,2,0,0,NA,NA,0,NA,NA,0,1995,26,12,2013
Male,43,Caucasian,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1973,24,7,2013
Male,25,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1991,18,12,2013
Male,27,African-American,F,drugs,1,2,0,11,0,NA,NA,0,NA,NA,0,1988,27,1,2014
Male,23,African-American,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,22,11,2013
Male,24,Other,F,other,0,0,0,3,1,M2,other,0,NA,NA,1,1991,15,11,2013
Female,38,Hispanic,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1977,12,10,2013
Male,56,Caucasian,F,drugs,0,0,0,1,0,NA,NA,0,NA,NA,0,1959,16,3,2013
Male,24,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1991,19,4,2013
Female,36,African-American,M,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1979,16,10,2013
Male,38,Caucasian,F,drugs,0,0,0,3,1,M1,other,0,NA,NA,1,1977,17,12,2013
Male,28,Caucasian,M,violence,0,0,0,0,1,F3,violence,1,F3,violence,1,1987,23,1,2013
Female,33,Hispanic,F,drugs,0,0,0,2,1,F3,drugs,0,NA,NA,1,1982,2,6,2013
Male,35,African-American,F,other,0,0,0,4,0,NA,NA,0,NA,NA,0,1980,4,9,2013
Male,26,African-American,M,violence,0,2,2,27,1,F3,drugs,0,NA,NA,1,1989,13,12,2014
Male,31,Caucasian,M,violence,0,0,0,6,0,NA,NA,0,NA,NA,0,1985,25,1,2013
Female,55,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1960,18,1,2013
Female,33,Caucasian,F,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1983,18,3,2014
Male,35,African-American,M,violence,0,0,2,3,1,MO3,drugs,0,NA,NA,1,1980,31,8,2013
Male,27,African-American,F,other,0,0,0,5,1,M2,violence,1,M2,violence,1,1988,27,5,2014
Male,33,African-American,F,other,0,2,3,11,1,M1,violence,0,NA,NA,1,1983,10,9,2013
Male,22,African-American,F,drugs,0,0,0,0,1,M1,other,0,NA,NA,1,1993,19,8,2014
Female,37,Caucasian,F,other,0,0,0,7,1,F3,robbery,0,NA,NA,1,1979,17,7,2013
Male,34,Other,M,violence,0,0,0,3,0,NA,NA,0,NA,NA,0,1981,16,2,2014
Male,34,African-American,M,violence,0,0,0,5,0,NA,NA,0,NA,NA,0,1981,14,3,2013
Male,21,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1994,6,8,2013
Male,42,Caucasian,F,robbery,0,0,0,4,1,M2,traffic,0,NA,NA,1,1973,25,3,2013
Female,19,Caucasian,M,traffic,1,1,0,1,1,M1,violence,1,F3,violence,1,1996,29,9,2012
Male,53,Hispanic,F,robbery,0,0,0,9,1,M2,robbery,0,NA,NA,1,1962,8,11,2014
Male,27,African-American,M,drugs,0,0,0,5,1,M2,other,0,NA,NA,1,1988,16,2,2013
Male,24,African-American,M,violence,0,3,0,12,0,NA,NA,0,NA,NA,0,1991,20,10,2013
Male,35,Hispanic,F,drugs,0,0,1,0,0,NA,NA,0,NA,NA,0,1981,27,8,2013
Female,36,African-American,M,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1979,12,1,2014
Female,21,Caucasian,F,drugs,0,0,2,0,0,NA,NA,0,NA,NA,0,1994,21,2,2013
Male,23,African-American,F,other,0,0,0,3,1,M1,drugs,0,NA,NA,1,1992,1,11,2014
Male,47,Hispanic,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1968,5,4,2013
Female,39,African-American,M,traffic,0,0,0,3,0,NA,NA,0,NA,NA,0,1977,26,1,2013
